num_date_time,건물번호,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),전력소비량(kWh)
1_20240613 20,1,20240613 20,27.8,0.0,1.7,43.0,0.5,0.13,4131.42
1_20240613 21,1,20240613 21,26.5,0.0,2.0,47.0,0.0,0.0,4043.1
1_20240613 22,1,20240613 22,25.6,0.0,2.1,51.0,0.0,0.0,5617.26
1_20240613 23,1,20240613 23,24.9,0.0,1.2,53.0,0.0,0.0,6304.59
1_20240614 00,1,20240614 00,23.9,0.0,2.1,53.0,0.0,0.0,5931.99
1_20240614 01,1,20240614 01,23.4,0.0,1.7,57.0,0.0,0.0,5624.25
1_20240614 02,1,20240614 02,23.1,0.0,1.7,58.0,0.0,0.0,5536.5
1_20240614 03,1,20240614 03,22.3,0.0,2.5,60.0,0.0,0.0,5435.94
1_20240614 04,1,20240614 04,21.9,0.0,1.0,69.0,0.0,0.0,4491.66
1_20240614 05,1,20240614 05,21.7,0.0,1.1,74.0,0.0,0.0,5665.74
1_20240614 06,1,20240614 06,21.6,0.0,1.7,72.0,0.0,0.09,5094.18
1_20240614 07,1,20240614 07,22.4,0.0,0.5,70.0,0.6,0.46,4148.64
1_20240614 08,1,20240614 08,24.1,0.0,0.9,66.0,1.0,1.07,3975.81
1_20240614 09,1,20240614 09,26.5,0.0,1.4,58.0,1.0,1.76,4672.23
1_20240614 10,1,20240614 10,28.7,0.0,2.2,46.0,1.0,2.48,4960.62
1_20240614 11,1,20240614 11,30.2,0.0,2.5,39.0,1.0,3.01,4655.46
1_20240614 12,1,20240614 12,31.6,0.0,2.7,35.0,1.0,3.42,4607.16
1_20240614 13,1,20240614 13,31.9,0.0,2.8,39.0,0.9,2.97,4661.94
1_20240614 14,1,20240614 14,32.6,0.0,2.7,38.0,0.8,2.42,4664.28
1_20240614 15,1,20240614 15,32.3,0.0,3.8,43.0,0.7,2.17,4621.56
1_20240614 16,1,20240614 16,31.1,0.0,5.5,37.0,0.9,2.4,4563.87
1_20240614 17,1,20240614 17,28.3,0.0,4.4,47.0,0.2,0.93,4728.87
1_20240614 18,1,20240614 18,27.3,0.0,3.4,55.0,0.0,0.74,5392.53
1_20240614 19,1,20240614 19,26.2,0.0,2.9,55.0,0.0,0.27,5132.73
1_20240614 20,1,20240614 20,25.5,0.0,2.1,57.0,0.0,0.05,4618.14
1_20240614 21,1,20240614 21,24.9,0.0,2.3,60.0,0.0,0.0,4215.21
1_20240614 22,1,20240614 22,24.3,0.0,1.9,67.0,0.0,0.0,5639.76
1_20240614 23,1,20240614 23,24.0,0.0,1.7,66.0,0.0,0.0,6551.28
1_20240615 00,1,20240615 00,23.8,0.0,0.9,65.0,0.0,0.0,5833.68
1_20240615 01,1,20240615 01,23.6,0.0,1.1,67.0,0.0,0.0,5563.83
1_20240615 02,1,20240615 02,23.4,0.0,1.4,68.0,0.0,0.0,4905.6
1_20240615 03,1,20240615 03,23.3,0.0,0.3,69.0,0.0,0.0,4531.8
1_20240615 04,1,20240615 04,22.4,3.8,1.9,79.0,0.0,0.0,4577.97
1_20240615 05,1,20240615 05,21.9,1.3,0.4,84.0,0.0,0.0,5716.8
1_20240615 06,1,20240615 06,21.9,0.3,0.8,85.0,0.0,0.02,5789.82
1_20240615 07,1,20240615 07,22.0,0.3,0.9,85.0,0.0,0.17,5808.33
1_20240615 08,1,20240615 08,23.1,0.0,0.5,82.0,0.3,0.78,5651.64
1_20240615 09,1,20240615 09,23.7,0.0,1.4,78.0,0.1,1.12,5971.26
1_20240615 10,1,20240615 10,24.5,0.0,1.7,76.0,0.1,1.13,5402.61
1_20240615 11,1,20240615 11,25.0,0.0,1.8,72.0,0.0,1.04,5330.82
1_20240615 12,1,20240615 12,24.9,0.0,2.1,73.0,0.0,0.56,5314.02
1_20240615 13,1,20240615 13,25.0,0.4,1.8,75.0,0.0,0.84,5388.15
1_20240615 14,1,20240615 14,25.9,0.0,2.6,68.0,0.2,1.7,5387.82
1_20240615 15,1,20240615 15,27.2,0.0,2.8,60.0,0.6,2.55,5447.79
1_20240615 16,1,20240615 16,28.0,0.0,3.4,56.0,0.8,2.43,5313.3
1_20240615 17,1,20240615 17,27.9,0.0,2.8,58.0,0.8,1.9,5410.8
1_20240615 18,1,20240615 18,26.8,0.0,3.6,62.0,0.3,0.97,5715.03
1_20240615 19,1,20240615 19,25.6,0.0,2.3,66.0,0.2,0.4,6105.84
1_20240615 20,1,20240615 20,24.6,0.0,2.5,70.0,0.0,0.1,5383.08
1_20240615 21,1,20240615 21,23.8,0.0,2.4,71.0,0.0,0.0,3755.34
1_20240615 22,1,20240615 22,23.1,0.0,2.3,75.0,0.0,0.0,5517.06
1_20240615 23,1,20240615 23,22.5,0.0,1.9,77.0,0.0,0.0,6229.68
1_20240616 00,1,20240616 00,21.9,0.0,2.1,80.0,0.0,0.0,5924.79
1_20240616 01,1,20240616 01,21.5,0.0,1.9,83.0,0.0,0.0,5615.31
1_20240616 02,1,20240616 02,21.1,0.0,1.3,85.0,0.0,0.0,5681.4
1_20240616 03,1,20240616 03,20.9,0.0,1.2,87.0,0.0,0.0,4753.14
1_20240616 04,1,20240616 04,20.4,0.0,2.2,88.0,0.0,0.0,4360.26
1_20240616 05,1,20240616 05,20.0,0.0,2.1,87.0,0.0,0.0,4109.19
1_20240616 06,1,20240616 06,19.9,0.0,1.9,84.0,0.0,0.06,4319.46
1_20240616 07,1,20240616 07,20.7,0.0,2.4,77.0,1.0,0.54,4700.64
1_20240616 08,1,20240616 08,22.1,0.0,2.9,70.0,1.0,1.31,3845.55
1_20240616 09,1,20240616 09,23.4,0.0,2.9,65.0,1.0,2.05,5250.45
1_20240616 10,1,20240616 10,24.8,0.0,2.3,56.0,1.0,2.73,4622.19
1_20240616 11,1,20240616 11,26.2,0.0,3.7,47.0,1.0,3.18,4855.26
1_20240616 12,1,20240616 12,27.4,0.0,3.4,42.0,1.0,3.57,5715.06
1_20240616 13,1,20240616 13,28.1,0.0,3.3,42.0,1.0,3.71,6044.91
1_20240616 14,1,20240616 14,28.9,0.0,3.6,41.0,0.9,3.36,5686.11
1_20240616 15,1,20240616 15,29.1,0.0,3.3,42.0,0.8,2.71,5582.64
1_20240616 16,1,20240616 16,29.0,0.0,4.9,46.0,0.9,2.58,5865.57
1_20240616 17,1,20240616 17,28.8,0.0,4.1,42.0,1.0,1.95,5927.64
1_20240616 18,1,20240616 18,27.9,0.0,4.2,43.0,1.0,1.43,5906.52
1_20240616 19,1,20240616 19,26.4,0.0,4.3,47.0,1.0,0.7,5538.39
1_20240616 20,1,20240616 20,24.9,0.0,2.5,49.0,0.6,0.14,4577.91
1_20240616 21,1,20240616 21,23.8,0.0,2.7,49.0,0.0,0.0,3542.01
1_20240616 22,1,20240616 22,23.0,0.0,2.4,49.0,0.0,0.0,5428.74
1_20240616 23,1,20240616 23,22.2,0.0,1.9,53.0,0.0,0.0,6068.43
1_20240617 00,1,20240617 00,21.6,0.0,2.6,55.0,0.0,0.0,5727.36
1_20240617 01,1,20240617 01,21.1,0.0,1.5,55.0,0.0,0.0,5709.66
1_20240617 02,1,20240617 02,20.5,0.0,0.9,59.0,0.0,0.0,5163.0
1_20240617 03,1,20240617 03,20.3,0.0,1.4,64.0,0.0,0.0,3283.89
1_20240617 04,1,20240617 04,19.6,0.0,1.0,67.0,0.0,0.0,2393.88
1_20240617 05,1,20240617 05,19.2,0.0,0.4,71.0,0.0,0.0,2923.02
1_20240617 06,1,20240617 06,18.9,0.0,0.8,72.0,0.0,0.05,3500.94
1_20240617 07,1,20240617 07,20.1,0.0,0.6,68.0,1.0,0.59,4230.9
1_20240617 08,1,20240617 08,22.5,0.0,0.6,61.0,1.0,1.31,4822.8
1_20240617 09,1,20240617 09,24.7,0.0,1.5,52.0,1.0,1.98,4408.02
1_20240617 10,1,20240617 10,26.0,0.0,1.5,47.0,1.0,2.41,4490.07
1_20240617 11,1,20240617 11,27.5,0.0,2.3,44.0,1.0,3.11,4460.94
1_20240617 12,1,20240617 12,28.8,0.0,2.8,42.0,1.0,3.26,5743.98
1_20240617 13,1,20240617 13,29.9,0.0,3.5,32.0,1.0,3.44,6085.89
1_20240617 14,1,20240617 14,29.6,0.0,4.0,31.0,1.0,3.16,4742.85
1_20240617 15,1,20240617 15,30.0,0.0,3.8,31.0,1.0,2.7,4434.24
1_20240617 16,1,20240617 16,30.1,0.0,3.3,32.0,1.0,2.39,4381.17
1_20240617 17,1,20240617 17,29.0,0.0,3.3,30.0,0.9,1.6,4528.62
1_20240617 18,1,20240617 18,28.8,0.0,3.3,28.0,1.0,1.44,5917.62
1_20240617 19,1,20240617 19,27.3,0.0,3.4,32.0,0.7,0.57,5695.35
1_20240617 20,1,20240617 20,25.8,0.0,2.9,39.0,0.5,0.16,5281.29
1_20240617 21,1,20240617 21,24.7,0.0,3.6,43.0,0.0,0.0,3757.14
1_20240617 22,1,20240617 22,23.7,0.0,2.9,44.0,0.0,0.0,3478.98
1_20240617 23,1,20240617 23,23.0,0.0,3.1,49.0,0.0,0.0,4002.84
1_20240618 00,1,20240618 00,22.5,0.0,1.9,55.0,0.0,0.0,5633.55
1_20240618 01,1,20240618 01,22.0,0.0,1.8,60.0,0.0,0.0,5516.19
1_20240618 02,1,20240618 02,21.5,0.0,1.8,70.0,0.0,0.0,5506.68
1_20240618 03,1,20240618 03,21.1,0.0,0.9,75.0,0.0,0.0,5420.79
1_20240618 04,1,20240618 04,21.1,0.0,0.9,81.0,0.0,0.0,5129.61
1_20240618 05,1,20240618 05,20.6,0.0,0.6,82.0,0.0,0.0,4765.2
1_20240618 06,1,20240618 06,20.5,0.0,1.3,83.0,0.0,0.05,4485.96
1_20240618 07,1,20240618 07,21.2,0.0,0.8,78.0,1.0,0.5,5802.18
1_20240618 08,1,20240618 08,23.6,0.0,1.4,72.0,1.0,1.21,5600.4
1_20240618 09,1,20240618 09,25.2,0.0,1.5,65.0,1.0,1.91,5322.0
1_20240618 10,1,20240618 10,27.1,0.0,1.8,60.0,1.0,2.57,5062.86
1_20240618 11,1,20240618 11,28.4,0.0,2.4,50.0,1.0,3.09,4640.88
1_20240618 12,1,20240618 12,29.9,0.0,2.5,46.0,1.0,3.39,4630.98
1_20240618 13,1,20240618 13,31.3,0.0,2.6,44.0,1.0,3.49,4705.17
1_20240618 14,1,20240618 14,32.7,0.0,2.2,43.0,1.0,3.38,4748.55
1_20240618 15,1,20240618 15,32.6,0.0,3.1,40.0,1.0,3.06,4669.56
1_20240618 16,1,20240618 16,32.4,0.0,3.9,38.0,1.0,2.59,4569.0
1_20240618 17,1,20240618 17,31.9,0.0,3.5,38.0,1.0,1.91,4596.06
1_20240618 18,1,20240618 18,30.5,0.0,3.2,39.0,1.0,1.32,5263.98
1_20240618 19,1,20240618 19,28.5,0.0,3.6,42.0,1.0,0.62,5484.6
1_20240618 20,1,20240618 20,26.5,0.0,2.9,55.0,0.4,0.13,5155.98
1_20240618 21,1,20240618 21,25.0,0.0,3.2,59.0,0.0,0.0,4984.44
1_20240618 22,1,20240618 22,24.4,0.0,2.1,65.0,0.0,0.0,6107.19
1_20240618 23,1,20240618 23,23.8,0.0,1.7,68.0,0.0,0.0,6143.73
1_20240619 00,1,20240619 00,23.4,0.0,1.1,69.0,0.0,0.0,5714.58
1_20240619 01,1,20240619 01,22.9,0.0,1.0,71.0,0.0,0.0,5517.0
1_20240619 02,1,20240619 02,22.5,0.0,0.1,73.0,0.0,0.0,5405.52
1_20240619 03,1,20240619 03,22.2,0.0,1.2,75.0,0.0,0.0,5403.84
1_20240619 04,1,20240619 04,21.9,0.0,1.1,77.0,0.0,0.0,5357.31
1_20240619 05,1,20240619 05,21.5,0.0,0.4,80.0,0.0,0.0,5409.69
1_20240619 06,1,20240619 06,21.5,0.0,0.4,82.0,0.0,0.06,5080.35
1_20240619 07,1,20240619 07,22.7,0.0,1.7,75.0,1.0,0.51,4707.51
1_20240619 08,1,20240619 08,24.9,0.0,1.8,67.0,1.0,1.2,5143.71
1_20240619 09,1,20240619 09,26.8,0.0,1.3,62.0,1.0,1.76,5214.33
1_20240619 10,1,20240619 10,28.5,0.0,1.1,54.0,1.0,2.33,4630.11
1_20240619 11,1,20240619 11,30.5,0.0,1.6,46.0,1.0,2.91,4637.58
1_20240619 12,1,20240619 12,32.3,0.0,1.4,39.0,1.0,3.25,6116.67
1_20240619 13,1,20240619 13,34.0,0.0,2.6,38.0,1.0,3.43,6464.34
1_20240619 14,1,20240619 14,34.7,0.0,1.8,34.0,1.0,3.39,5679.51
1_20240619 15,1,20240619 15,35.4,0.0,3.0,34.0,1.0,3.04,5343.3
1_20240619 16,1,20240619 16,35.6,0.0,2.8,35.0,1.0,2.54,5521.95
1_20240619 17,1,20240619 17,35.3,0.0,3.1,35.0,1.0,1.85,6300.87
1_20240619 18,1,20240619 18,34.8,0.0,2.5,35.0,1.0,1.26,6291.21
1_20240619 19,1,20240619 19,33.6,0.0,2.1,36.0,0.9,0.58,5807.19
1_20240619 20,1,20240619 20,32.0,0.0,2.2,42.0,0.1,0.14,4372.89
1_20240619 21,1,20240619 21,30.1,0.0,3.0,49.0,0.0,0.0,3622.77
1_20240619 22,1,20240619 22,29.1,0.0,0.9,52.0,0.0,0.0,5239.56
1_20240619 23,1,20240619 23,28.3,0.0,1.2,57.0,0.0,0.0,6060.39
1_20240620 00,1,20240620 00,27.6,0.0,1.5,58.0,0.0,0.0,5957.28
1_20240620 01,1,20240620 01,27.0,0.0,2.6,53.0,0.0,0.0,5580.63
1_20240620 02,1,20240620 02,26.0,0.0,1.8,57.0,0.0,0.0,4910.58
1_20240620 03,1,20240620 03,25.0,0.0,1.5,59.0,0.0,0.0,4435.71
1_20240620 04,1,20240620 04,24.3,0.0,1.2,62.0,0.0,0.0,4642.29
1_20240620 05,1,20240620 05,23.7,0.0,0.8,64.0,0.0,0.0,5023.71
1_20240620 06,1,20240620 06,23.4,0.0,1.3,64.0,0.0,0.04,4889.52
1_20240620 07,1,20240620 07,24.1,0.0,1.0,62.0,1.0,0.48,5651.91
1_20240620 08,1,20240620 08,26.0,0.0,0.3,56.0,1.0,1.19,5237.04
1_20240620 09,1,20240620 09,28.4,0.0,2.2,49.0,1.0,1.9,5259.87
1_20240620 10,1,20240620 10,30.6,0.0,2.3,40.0,1.0,2.55,4762.65
1_20240620 11,1,20240620 11,32.0,0.0,1.5,38.0,1.0,3.01,5247.81
1_20240620 12,1,20240620 12,33.6,0.0,2.6,35.0,1.0,3.26,5721.12
1_20240620 13,1,20240620 13,34.7,0.0,2.5,33.0,1.0,3.21,6492.81
1_20240620 14,1,20240620 14,35.3,0.0,3.1,32.0,1.0,3.13,6331.05
1_20240620 15,1,20240620 15,35.1,0.0,1.9,29.0,0.8,2.31,5663.67
1_20240620 16,1,20240620 16,34.2,0.0,3.6,29.0,0.2,1.64,5333.91
1_20240620 17,1,20240620 17,34.3,0.0,2.1,32.0,0.9,1.65,6020.79
1_20240620 18,1,20240620 18,33.4,0.0,1.9,35.0,0.8,0.85,6273.0
1_20240620 19,1,20240620 19,32.7,0.0,2.7,31.0,1.0,0.59,6052.38
1_20240620 20,1,20240620 20,30.9,0.0,2.3,34.0,0.4,0.18,5501.43
1_20240620 21,1,20240620 21,29.7,0.0,2.2,38.0,0.0,0.0,4531.86
1_20240620 22,1,20240620 22,28.6,0.0,2.1,43.0,0.0,0.0,3793.47
1_20240620 23,1,20240620 23,27.1,0.0,2.3,48.0,0.0,0.0,3566.55
1_20240621 00,1,20240621 00,26.4,0.0,2.3,52.0,0.0,0.0,5163.03
1_20240621 01,1,20240621 01,25.5,0.0,1.7,53.0,0.0,0.0,5787.69
1_20240621 02,1,20240621 02,24.4,0.0,1.5,54.0,0.0,0.0,5544.6
1_20240621 03,1,20240621 03,23.8,0.0,1.3,55.0,0.0,0.0,4688.22
1_20240621 04,1,20240621 04,23.5,0.0,1.1,57.0,0.0,0.0,4661.28
1_20240621 05,1,20240621 05,23.1,0.0,0.8,59.0,0.0,0.0,5547.69
1_20240621 06,1,20240621 06,23.0,0.0,0.6,61.0,0.0,0.06,5351.85
1_20240621 07,1,20240621 07,24.0,0.0,0.8,59.0,0.6,0.43,3625.47
1_20240621 08,1,20240621 08,25.9,0.0,0.3,56.0,1.0,1.05,4090.17
1_20240621 09,1,20240621 09,27.8,0.0,1.3,49.0,1.0,1.7,4846.98
1_20240621 10,1,20240621 10,29.9,0.0,2.0,43.0,1.0,2.45,5172.27
1_20240621 11,1,20240621 11,31.3,0.0,3.5,40.0,1.0,3.03,4852.98
1_20240621 12,1,20240621 12,33.0,0.0,2.3,38.0,1.0,3.34,4811.4
1_20240621 13,1,20240621 13,33.7,0.0,2.1,35.0,1.0,3.09,4811.82
1_20240621 14,1,20240621 14,33.0,0.0,3.5,39.0,0.8,2.46,4973.79
1_20240621 15,1,20240621 15,33.2,0.0,2.8,38.0,0.9,2.53,4826.67
1_20240621 16,1,20240621 16,30.8,0.0,4.0,40.0,0.3,1.59,4918.59
1_20240621 17,1,20240621 17,30.2,0.0,3.6,47.0,0.1,1.11,6023.7
1_20240621 18,1,20240621 18,30.3,0.0,3.1,47.0,1.0,1.37,6478.98
1_20240621 19,1,20240621 19,29.2,0.0,2.2,46.0,0.6,0.46,6237.0
1_20240621 20,1,20240621 20,28.1,0.0,1.2,49.0,0.0,0.08,5583.81
1_20240621 21,1,20240621 21,27.6,0.0,2.5,50.0,0.0,0.0,5008.89
1_20240621 22,1,20240621 22,26.7,0.0,2.9,53.0,0.0,0.0,6051.75
1_20240621 23,1,20240621 23,26.0,0.0,2.3,59.0,0.0,0.0,6326.34
1_20240622 00,1,20240622 00,25.7,0.0,1.2,60.0,0.0,0.0,5758.08
1_20240622 01,1,20240622 01,25.6,0.0,2.1,61.0,0.0,0.0,5680.98
1_20240622 02,1,20240622 02,25.3,0.0,0.9,61.0,0.0,0.0,5246.76
1_20240622 03,1,20240622 03,25.1,0.0,0.8,61.0,0.0,0.0,4462.95
1_20240622 04,1,20240622 04,25.2,0.0,1.3,66.0,0.0,0.0,4573.56
1_20240622 05,1,20240622 05,25.3,0.0,1.6,70.0,0.0,0.0,5006.67
1_20240622 06,1,20240622 06,25.3,0.0,1.1,71.0,0.0,0.0,5388.93
1_20240622 07,1,20240622 07,25.3,0.0,1.8,63.0,0.0,0.09,5745.6
1_20240622 08,1,20240622 08,25.8,0.0,1.9,66.0,0.0,0.27,5465.76
1_20240622 09,1,20240622 09,26.0,0.0,2.3,67.0,0.0,0.36,6044.76
1_20240622 10,1,20240622 10,25.2,0.1,1.5,74.0,0.0,0.12,5765.19
1_20240622 11,1,20240622 11,23.7,4.0,2.0,86.0,0.0,0.11,6230.97
1_20240622 12,1,20240622 12,22.9,3.2,2.4,88.0,0.0,0.22,5888.67
1_20240622 13,1,20240622 13,22.6,4.1,3.3,91.0,0.0,0.19,5937.48
1_20240622 14,1,20240622 14,22.8,2.4,2.9,92.0,0.0,0.33,5841.18
1_20240622 15,1,20240622 15,23.5,1.2,2.4,90.0,0.0,0.68,5813.28
1_20240622 16,1,20240622 16,23.5,0.9,2.4,90.0,0.0,0.34,5947.5
1_20240622 17,1,20240622 17,23.8,0.1,2.9,88.0,0.0,0.51,5502.21
1_20240622 18,1,20240622 18,23.9,0.0,2.4,88.0,0.0,0.26,5540.07
1_20240622 19,1,20240622 19,23.8,0.0,2.5,87.0,0.0,0.09,5455.98
1_20240622 20,1,20240622 20,23.5,0.1,2.0,90.0,0.0,0.02,5564.52
1_20240622 21,1,20240622 21,23.5,0.0,1.8,89.0,0.0,0.0,4085.22
1_20240622 22,1,20240622 22,23.6,0.0,1.9,87.0,0.0,0.0,5116.2
1_20240622 23,1,20240622 23,23.5,0.0,1.9,87.0,0.0,0.0,5279.19
1_20240623 00,1,20240623 00,23.1,0.4,1.9,91.0,0.0,0.0,4808.49
1_20240623 01,1,20240623 01,22.9,0.2,1.8,92.0,0.0,0.0,4765.5
1_20240623 02,1,20240623 02,22.7,0.1,1.3,92.0,0.0,0.0,4791.24
1_20240623 03,1,20240623 03,22.6,0.3,1.0,92.0,0.0,0.0,4664.7
1_20240623 04,1,20240623 04,22.6,0.7,0.4,93.0,0.0,0.0,4471.56
1_20240623 05,1,20240623 05,22.6,0.5,0.2,93.0,0.0,0.0,4018.65
1_20240623 06,1,20240623 06,22.6,0.3,0.5,93.0,0.0,0.01,4354.2
1_20240623 07,1,20240623 07,22.7,0.0,1.0,91.0,0.0,0.2,4142.16
1_20240623 08,1,20240623 08,23.3,0.0,0.9,89.0,0.0,0.46,4887.63
1_20240623 09,1,20240623 09,24.0,0.0,1.2,86.0,0.0,0.76,5111.13
1_20240623 10,1,20240623 10,25.0,0.0,1.7,82.0,0.1,1.39,5107.26
1_20240623 11,1,20240623 11,26.6,0.0,2.6,75.0,0.6,2.21,5081.67
1_20240623 12,1,20240623 12,27.8,0.0,2.8,68.0,0.7,2.67,5118.96
1_20240623 13,1,20240623 13,28.6,0.0,1.9,63.0,0.5,2.63,5527.8
1_20240623 14,1,20240623 14,30.0,0.0,2.8,61.0,0.7,3.0,6927.72
1_20240623 15,1,20240623 15,29.2,0.0,3.5,62.0,0.3,1.75,6997.23
1_20240623 16,1,20240623 16,28.7,0.0,4.5,63.0,0.3,1.44,6972.18
1_20240623 17,1,20240623 17,27.8,0.0,4.6,64.0,0.4,1.32,6953.49
1_20240623 18,1,20240623 18,27.1,0.0,3.3,69.0,0.2,0.74,6718.05
1_20240623 19,1,20240623 19,25.7,0.0,3.1,74.0,0.0,0.21,6351.18
1_20240623 20,1,20240623 20,24.9,0.0,4.0,78.0,0.0,0.05,5215.68
1_20240623 21,1,20240623 21,24.7,0.0,2.7,80.0,0.0,0.0,4662.66
1_20240623 22,1,20240623 22,24.1,3.0,3.6,85.0,0.0,0.0,4990.26
1_20240623 23,1,20240623 23,22.8,0.0,0.6,86.0,0.0,0.0,6134.22
1_20240624 00,1,20240624 00,22.7,0.0,2.0,86.0,0.0,0.0,5624.1
1_20240624 01,1,20240624 01,22.7,0.0,1.1,86.0,0.0,0.0,4620.3
1_20240624 02,1,20240624 02,22.8,0.0,0.2,87.0,0.0,0.0,4769.67
1_20240624 03,1,20240624 03,23.0,0.0,2.9,89.0,0.0,0.0,4078.05
1_20240624 04,1,20240624 04,23.0,0.0,3.0,88.0,0.0,0.0,3564.45
1_20240624 05,1,20240624 05,22.8,0.0,2.8,88.0,0.0,0.0,4336.62
1_20240624 06,1,20240624 06,22.8,0.0,2.7,87.0,0.0,0.05,4532.55
1_20240624 07,1,20240624 07,23.1,0.0,3.2,85.0,0.0,0.35,5119.23
1_20240624 08,1,20240624 08,23.8,0.0,1.6,83.0,0.0,0.55,5680.5
1_20240624 09,1,20240624 09,24.4,0.0,3.0,79.0,0.1,0.85,6386.79
1_20240624 10,1,20240624 10,25.3,0.0,2.5,73.0,0.4,1.37,5288.88
1_20240624 11,1,20240624 11,26.6,0.0,2.9,68.0,0.5,2.02,4598.52
1_20240624 12,1,20240624 12,27.1,0.0,3.9,65.0,0.5,2.06,5477.46
1_20240624 13,1,20240624 13,27.6,0.0,3.0,62.0,0.5,2.29,6339.57
1_20240624 14,1,20240624 14,27.3,0.0,3.6,59.0,0.4,1.82,5583.33
1_20240624 15,1,20240624 15,27.1,0.0,4.2,56.0,0.6,1.93,5209.8
1_20240624 16,1,20240624 16,27.4,0.0,4.1,45.0,1.0,2.47,5177.7
1_20240624 17,1,20240624 17,27.0,0.0,4.5,57.0,1.0,1.83,5327.13
1_20240624 18,1,20240624 18,26.0,0.0,4.1,56.0,0.9,1.26,5236.83
1_20240624 19,1,20240624 19,24.7,0.0,3.3,56.0,1.0,0.66,5020.83
1_20240624 20,1,20240624 20,23.5,0.0,3.3,63.0,0.1,0.11,4544.58
1_20240624 21,1,20240624 21,22.6,0.0,2.3,68.0,0.0,0.0,4906.56
1_20240624 22,1,20240624 22,22.2,0.0,2.8,71.0,0.0,0.0,5281.77
1_20240624 23,1,20240624 23,21.7,0.0,2.4,65.0,0.0,0.0,5185.05
1_20240625 00,1,20240625 00,21.2,0.0,2.5,63.0,0.0,0.0,5260.68
1_20240625 01,1,20240625 01,20.8,0.0,2.8,65.0,0.0,0.0,5729.46
1_20240625 02,1,20240625 02,20.4,0.0,2.2,71.0,0.0,0.0,5644.29
1_20240625 03,1,20240625 03,20.0,0.0,2.2,72.0,0.0,0.0,5639.22
1_20240625 04,1,20240625 04,19.9,0.0,2.6,75.0,0.0,0.0,4634.55
1_20240625 05,1,20240625 05,19.5,0.0,1.9,77.0,0.0,0.0,4360.77
1_20240625 06,1,20240625 06,19.1,0.0,0.9,75.0,0.0,0.04,4215.48
1_20240625 07,1,20240625 07,19.8,0.0,1.5,72.0,1.0,0.55,3728.61
1_20240625 08,1,20240625 08,21.7,0.0,2.2,58.0,1.0,1.3,4029.96
1_20240625 09,1,20240625 09,23.2,0.0,3.5,51.0,1.0,2.07,4527.15
1_20240625 10,1,20240625 10,24.1,0.0,2.9,52.0,0.9,2.13,4654.35
1_20240625 11,1,20240625 11,24.8,0.0,3.8,50.0,0.4,1.85,4514.61
1_20240625 12,1,20240625 12,25.6,0.0,3.8,48.0,0.4,2.06,4573.26
1_20240625 13,1,20240625 13,27.0,0.0,2.9,46.0,0.8,3.39,4638.0
1_20240625 14,1,20240625 14,27.0,0.0,4.3,44.0,0.9,3.37,4573.44
1_20240625 15,1,20240625 15,26.6,0.0,4.6,50.0,0.8,2.86,4592.34
1_20240625 16,1,20240625 16,26.3,0.0,5.3,51.0,0.8,2.51,4843.2
1_20240625 17,1,20240625 17,26.1,0.0,4.5,56.0,0.4,1.28,5061.09
1_20240625 18,1,20240625 18,25.1,0.0,4.5,59.0,0.7,0.9,4510.02
1_20240625 19,1,20240625 19,24.8,0.0,4.5,62.0,0.9,0.7,4682.46
1_20240625 20,1,20240625 20,23.8,0.0,2.2,65.0,0.7,0.23,5408.58
1_20240625 21,1,20240625 21,22.8,0.0,3.1,69.0,0.0,0.0,4861.92
1_20240625 22,1,20240625 22,22.1,0.0,1.9,72.0,0.0,0.0,5826.45
1_20240625 23,1,20240625 23,21.4,0.0,2.1,72.0,0.0,0.0,6246.78
1_20240626 00,1,20240626 00,20.9,0.0,0.4,71.0,0.0,0.0,5265.18
1_20240626 01,1,20240626 01,20.3,0.0,1.4,74.0,0.0,0.0,4499.37
1_20240626 02,1,20240626 02,20.0,0.0,0.8,77.0,0.0,0.0,5469.15
1_20240626 03,1,20240626 03,19.7,0.0,0.5,79.0,0.0,0.0,5462.19
1_20240626 04,1,20240626 04,19.4,0.0,1.1,82.0,0.0,0.0,5392.5
1_20240626 05,1,20240626 05,19.1,0.0,0.3,84.0,0.0,0.0,4437.21
1_20240626 06,1,20240626 06,19.0,0.0,0.9,85.0,0.0,0.05,5239.2
1_20240626 07,1,20240626 07,20.1,0.0,2.1,83.0,0.9,0.54,4674.81
1_20240626 08,1,20240626 08,22.2,0.0,2.6,75.0,1.0,1.2,4075.08
1_20240626 09,1,20240626 09,23.8,0.0,1.1,65.0,1.0,1.98,4871.79
1_20240626 10,1,20240626 10,25.9,0.0,1.2,59.0,1.0,2.6,5046.24
1_20240626 11,1,20240626 11,26.9,0.0,2.7,57.0,0.9,2.77,4771.23
1_20240626 12,1,20240626 12,28.6,0.0,2.7,53.0,1.0,3.32,4740.87
1_20240626 13,1,20240626 13,29.7,0.0,2.1,48.0,0.7,2.77,4816.2
1_20240626 14,1,20240626 14,29.6,0.0,2.7,44.0,0.6,2.49,4772.88
1_20240626 15,1,20240626 15,30.8,0.0,2.3,41.0,0.9,2.91,4716.66
1_20240626 16,1,20240626 16,31.2,0.0,2.0,40.0,0.9,2.64,4549.86
